id,variant,view,action
7870676,A,1,1
7871230,A,1,1
7871500,A,4,4
7872284,A,1,1
7872864,A,1,1
7873644,A,1,1
7873666,A,3,1
7873718,A,4,3
7873812,A,1,1
7874058,A,1,1
7874608,A,1,1
7874680,A,1,1
7874826,A,1,1
7874868,A,3,1
7874946,A,1,1
7875172,A,1,1
7875518,A,1,1
7875844,A,1,1
7876154,A,3,3
7877058,A,1,1
7878042,A,1,1
7878058,A,1,1
7878208,A,4,2
7878258,A,1,1
7878450,A,1,1
7878978,A,1,1
7879918,A,1,1
7880340,A,1,1
7880396,A,1,1
7880512,A,1,1
7880922,A,2,2
7880952,A,1,1
7881172,A,1,1
7881178,A,1,1
7881514,A,1,1
7881956,A,1,1
7882212,A,1,1
7882506,A,3,3
7882536,A,1,1
7882548,A,1,1
7883498,A,1,1
7883652,A,1,1
7883870,A,1,1
7884040,A,1,1
7884268,A,3,3
7884528,A,1,1
7884530,A,1,1
7884626,A,1,1
7884638,A,1,1
7884860,A,3,3
7884922,A,1,1
7885938,A,1,1
7886390,A,2,2
7887254,A,1,1
7887578,A,2,2
7887832,A,1,1
7889636,A,1,1
7889784,A,1,1
7890130,A,1,1
7890132,A,1,1
7890576,A,3,3
7891082,A,1,1
7891318,A,1,1
7891364,A,1,1
7891676,A,1,1
7891818,A,1,1
7891996,A,2,2
7892018,A,1,1
7892088,A,1,1
7892240,A,1,1
7892394,A,1,1
7892830,A,3,3
7892856,A,1,1
7892880,A,1,1
7892900,A,3,3
7893720,A,1,1
7893768,A,1,1
7894218,A,3,2
7894290,A,1,1
7894606,A,1,1
7894964,A,1,1
7895112,A,1,1
7895720,A,1,1
7895784,A,1,1
7895908,A,1,1
7895922,A,1,1
7896370,A,1,1
7896648,A,1,1
7896722,A,1,1
7896892,A,1,1
7897002,A,1,1
7897218,A,1,1
7897562,A,1,1
7897732,A,1,1
7897984,A,1,1
7898152,A,6,3
7898508,A,1,1
7898616,A,5,4
7898622,A,5,1
7898632,A,1,1
7899526,A,4,3
7899842,A,1,1
7901576,A,1,1
7901894,A,1,1
7902008,A,3,1
7902114,A,2,2
7902584,A,1,1
7902974,A,1,1
7903404,A,1,1
7904022,A,1,1
7904158,A,1,1
7904892,A,2,2
7904946,A,1,1
7904948,A,1,1
7905206,A,1,1
7905228,A,1,1
7905270,A,1,1
7905670,A,1,1
7905952,A,2,2
7906056,A,1,1
7907180,A,1,1
7907278,A,3,2
7907596,A,1,1
7909092,A,1,1
7910448,A,1,1
7910450,A,1,1
7912274,A,1,1
7914632,A,1,1
7914726,A,3,2
7915916,A,1,1
7916712,A,1,1
7916774,A,1,1
7919270,A,1,1
7919490,A,1,1
7920000,A,1,1
7920624,A,1,1
7921088,A,1,1
7921732,A,1,1
7922358,A,1,1
7922568,A,1,1
7922958,A,2,2
7923182,A,1,1
7923530,A,1,1
7924024,A,1,1
7925140,A,1,1
7927930,A,2,1
7927952,A,3,3
7928468,A,1,1
7931270,A,2,2
7931290,A,1,1
7932214,A,1,1
7932538,A,1,1
7933254,A,1,1
7933488,A,1,1
7933542,A,2,1
7934296,A,2,2
7935196,A,2,2
7935316,A,1,1
7936440,A,1,1
7936570,A,1,1
7936726,A,1,1
7937038,A,1,1
7937440,A,1,1
7937640,A,1,1
7938320,A,2,2
7938898,A,1,1
7939960,A,1,1
7940904,A,1,1
7941236,A,2,2
7941610,A,1,1
7941692,A,1,1
7941794,A,1,1
7942276,A,1,1
7942306,A,1,1
7942646,A,1,1
7942942,A,1,1
7943178,A,1,1
7944008,A,1,1
7944462,A,1,1
7945062,A,1,1
7945320,A,1,1
7945556,A,1,1
7946310,A,1,1
7946680,A,2,2
7949554,A,3,1
7949822,A,2,2
7951220,A,1,1
7952776,A,1,1
7955638,A,1,1
7961492,A,1,1
7963360,A,1,1
7965738,A,1,1
7968178,A,1,1
7969208,A,1,1
7969292,A,1,1
7970430,A,1,1
7971988,A,1,1
7972470,A,1,1
7974776,A,1,1
7974838,A,1,1
7974892,A,1,1
7975702,A,1,1
7975944,A,3,1
7976292,A,1,1
7977036,A,1,1
7977598,A,1,1
7979174,A,1,1
7979632,A,1,1
7979988,A,1,1
7980966,A,1,1
7981148,A,1,1
7981764,A,1,1
7982398,A,1,1
7982456,A,2,2
7982488,A,1,1
7983368,A,1,1
7988474,A,1,1
7989228,A,1,1
7989312,A,3,3
7989992,A,1,1
7990256,A,1,1
7990866,A,1,1
7991064,A,1,1
7991316,A,1,1
7991690,A,1,1
7991698,A,1,1
7992960,A,1,1
7993070,A,1,1
7993850,A,1,1
7994134,A,1,1
7994160,A,1,1
7994164,A,1,1
7994606,A,1,1
7995268,A,2,2
7995930,A,1,1
7997616,A,1,1
7998188,A,2,2
7998234,A,1,1
7999036,A,1,1
8001716,A,2,1
8001816,A,1,1
8002754,A,1,1
8003186,A,1,1
8003292,A,1,1
8005136,A,2,2
8005162,A,1,1
8005212,A,1,1
8008320,A,1,1
8015620,A,1,1
8016966,A,1,1
8021042,A,1,1
8024602,A,1,1
8027304,A,1,1
8029306,A,1,1
8034416,A,1,1
8038010,A,1,1
8040550,A,1,1
8042178,A,2,1
8042760,A,1,1
8043424,A,1,1
8044126,A,1,1
8044458,A,1,1
8047460,A,1,1
8048512,A,1,1
8049288,A,1,1
8049338,A,1,1
8049724,A,1,1
8050212,A,1,1
8050590,A,1,1
8051154,A,2,2
8051574,A,1,1
8052078,A,1,1
8052528,A,1,1
8053358,A,1,1
8053620,A,1,1
8053778,A,1,1
8054378,A,1,1
8054396,A,1,1
8054710,A,1,1
8054970,A,1,1
8055098,A,1,1
8055122,A,1,1
8055508,A,1,1
8056052,A,1,1
8056506,A,1,1
8057108,A,1,1
8058092,A,4,2
8058152,A,1,1
8058498,A,2,1
8059812,A,1,1
8059820,A,1,1
8060762,A,1,1
8060856,A,1,1
8060884,A,1,1
8061212,A,1,1
8061776,A,1,1
8062080,A,1,1
8062430,A,1,1
8063918,A,1,1
8066120,A,1,1
8066150,A,1,1
8067608,A,1,1
8069760,A,1,1
8070374,A,1,1
8070414,A,1,1
8070934,A,1,1
8071570,A,1,1
8072144,A,1,1
8072320,A,1,1
8072646,A,1,1
8072666,A,3,1
8072898,A,1,1
8073580,A,1,1
8073926,A,1,1
8074530,A,1,1
8075236,A,1,1
8075280,A,1,1
8076208,A,1,1
8076540,A,1,1
8077264,A,1,1
8077384,A,1,1
8077486,A,1,1
8077668,A,1,1
8077852,A,1,1
8079036,A,1,1
8079958,A,2,1
8080170,A,1,1
8083228,A,2,1
8084314,A,1,1
8084508,A,1,1
8084854,A,1,1
8086054,A,1,1
8087386,A,1,1
8087454,A,1,1
8089326,A,1,1
8089880,A,1,1
8090560,A,1,1
8090602,A,1,1
8090656,A,1,1
8090888,A,1,1
8091894,A,1,1
8092016,A,1,1
8094194,A,1,1
8094730,A,1,1
8095806,A,1,1
8096338,A,1,1
8096510,A,1,1
8096944,A,1,1
8097976,A,1,1
8098056,A,1,1
8099000,A,1,1
8100778,A,1,1
8102084,A,1,1
8104470,A,1,1
8105016,A,1,1
8105354,A,1,1
8106222,A,1,1
8109426,A,1,1
8109920,A,1,1
8111880,A,1,1
8112262,A,2,1
8114210,A,1,1
8118342,A,1,1
8126586,A,1,1
8130458,A,1,1
8130972,A,1,1
8132194,A,1,1
8134376,A,1,1
8137290,A,1,1
8137710,A,1,1
8138174,A,1,1
8141236,A,1,1
8141682,A,1,1
8142718,A,1,1
8144852,A,1,1
8145456,A,1,1
8145804,A,1,1
8147570,A,1,1
8150340,A,1,1
8150416,A,1,1
8153266,A,1,1
8155056,A,1,1
8155510,A,1,1
8158192,A,1,1
8160378,A,1,1
8161616,A,1,1
8162564,A,1,1
8163842,A,1,1
8164520,A,1,1
8166220,A,1,1
8166948,A,1,1
8167588,A,1,1
8167822,A,1,1
8169584,A,1,1
8169864,A,1,1
8171376,A,1,1
8171568,A,1,1
8173086,A,1,1
8173396,A,1,1
8173662,A,1,1
8175796,A,1,1
8176132,A,1,1
8176630,A,1,1
8176996,A,1,1
8179044,A,1,1
8181012,A,1,1
8183752,A,1,1
8184670,A,1,1
8191446,A,1,1
8196466,A,1,1
8203224,A,1,1
8208096,A,1,1
8216404,A,1,1
8220216,A,1,1
8221488,A,1,1
8223318,A,1,1
8225112,A,1,1
8227352,A,1,1
8228534,A,1,1
8229748,A,1,1
8230164,A,1,1
8236888,A,1,1
8240298,A,1,1
8244528,A,1,1
8244616,A,1,1
8244926,A,1,1
8247048,A,1,1
8247228,A,1,1
8249924,A,1,1
8257776,A,1,1
8260100,A,1,1
8261786,A,1,1
8265078,A,1,1
8266358,A,1,1
8268216,A,1,1
8276834,A,1,1
8281894,A,1,1
8285332,A,1,1
8286176,A,1,1
8290216,A,1,1
8324690,A,1,1
8336104,A,1,1
8343906,A,1,1
8347518,A,1,1
8351582,A,1,1
8356720,A,1,1
8360750,A,1,1
8382142,A,1,1
8384020,A,1,1
8390884,A,1,1
7612067,B,1,1
6919535,B,8,5
7833635,B,1,1
7597555,B,1,1
7594297,B,1,1
5365313,B,9,4
8054035,B,1,1
6652787,B,10,8
6111637,B,10,3
7100409,B,2,1
3701623,B,10,10
3619567,B,7,3
6707135,B,4,4
6726675,B,11,9
7686103,B,1,1
7721985,B,1,1
7566969,B,1,1
6823651,B,8,5
7577937,B,1,1
7355521,B,1,1
4560439,B,5,2
7301857,B,9,6
7177433,B,11,2
7864857,B,1,1
7761331,B,1,1
7513477,B,4,1
7462269,B,1,1
5749547,B,9,9
6042509,B,4,1
7801661,B,1,1
6142171,B,5,2
7340093,B,1,1
7127131,B,5,1
7678855,B,2,1
6786347,B,3,1
7546353,B,1,1
7654727,B,1,1
7850195,B,1,1
5157887,B,4,1
7643639,B,1,1
6382671,B,10,10
7733109,B,4,4
7715661,B,1,1
5274539,B,10,10
8057791,B,1,1
4347197,B,8,2
7634819,B,1,1
4699311,B,9,2
7544993,B,6,2
7902411,B,1,1
5372075,B,2,2
7778169,B,1,1
7556509,B,1,1
7649025,B,6,3
5329669,B,5,4
7692037,B,1,1
8019081,B,1,1
7320225,B,1,1
4629247,B,5,4
5701071,B,4,3
7380375,B,1,1
7396137,B,1,1
7409241,B,10,5
7756773,B,1,1
7154615,B,10,8
5799165,B,6,1
3076355,B,6,1
7461765,B,5,4
5250827,B,10,7
5855069,B,8,8
5490957,B,5,2
2478003,B,5,4
7501769,B,9,8
6742061,B,7,5
7709215,B,1,1
7458263,B,1,1
5826793,B,5,1
7833053,B,2,2
6983779,B,9,9
7581109,B,1,1
6568031,B,4,2
7936473,B,1,1
7160017,B,3,1
5249051,B,2,2
6314981,B,1,1
5653545,B,4,3
7316053,B,3,3
6177925,B,16,2
8169081,B,1,1
5717795,B,5,4
7862513,B,1,1
5671319,B,2,1
7985967,B,1,1
5308527,B,6,4
4757409,B,10,2
7157037,B,8,1
7882383,B,1,1
7567027,B,1,1
5637661,B,10,6
7867389,B,1,1
5410251,B,10,4
8027363,B,1,1
6688557,B,10,2
8240287,B,1,1
8261657,B,1,1
6351483,B,4,2
4289111,B,6,5
8076295,B,1,1
7879949,B,1,1
7693163,B,3,3
2680245,B,4,2
7024137,B,8,5
8186351,B,1,1
5692093,B,1,1
5712669,B,9,7
7875833,B,1,1
5480293,B,8,7
5344331,B,10,5
7288119,B,5,2
8211463,B,1,1
7698169,B,1,1
6569719,B,3,2
5601871,B,6,1
7744033,B,3,2
7614015,B,1,1
5310755,B,7,7
6386659,B,8,6
6961267,B,1,1
5749637,B,15,1
5356415,B,3,3
2730739,B,9,8
7272669,B,5,3
7794889,B,1,1
7151607,B,10,10
5347263,B,5,1
7798411,B,1,1
4651567,B,1,1
7810589,B,1,1
2370655,B,8,4
7911827,B,1,1
7053293,B,1,1
7780291,B,1,1
5563393,B,2,1
7423163,B,1,1
7616507,B,1,1
5552815,B,5,5
3139479,B,3,2
5876127,B,9,1
5543643,B,10,2
7854959,B,9,7
7897599,B,1,1
5581089,B,9,5
7724841,B,1,1
6095987,B,5,2
4480533,B,3,1
7653963,B,5,3
1425323,B,5,4
5636241,B,10,1
7438755,B,1,1
3946963,B,5,3
5934353,B,10,2
7218003,B,2,2
6793303,B,3,3
7794467,B,1,1
6805169,B,5,1
7711581,B,1,1
7378015,B,1,1
7792207,B,1,1
5365553,B,4,4
7560801,B,1,1
3162219,B,2,1
6222135,B,8,4
6857357,B,8,1
7093247,B,5,5
6334769,B,3,1
5072787,B,8,7
2392143,B,5,4
7075601,B,1,1
7520379,B,9,6
6694017,B,4,2
7556163,B,1,1
7229693,B,3,3
5934545,B,2,1
7988729,B,2,1
8164433,B,1,1
8057499,B,1,1
7397365,B,1,1
7892769,B,1,1
7889303,B,2,2
7249997,B,1,1
6578301,B,10,4
6732703,B,7,7
7560557,B,1,1
5989953,B,8,5
7688593,B,1,1
6688771,B,15,7
7821849,B,3,2
6876643,B,4,1
5203589,B,8,3
7785293,B,4,1
7847123,B,1,1
7784129,B,1,1
7218463,B,2,1
7824909,B,1,1
7063965,B,15,10
2586067,B,8,7
5978221,B,4,4
4529821,B,8,2
7797575,B,1,1
5613217,B,3,1
6491629,B,10,7
7054967,B,2,2
3386791,B,8,8
7835221,B,1,1
5402659,B,6,2
7826857,B,4,1
7722883,B,1,1
7701227,B,1,1
6197085,B,3,3
7626539,B,9,7
4094301,B,8,6
4591029,B,5,2
7836051,B,1,1
7766755,B,1,1
7111515,B,10,1
7248349,B,10,9
7136029,B,6,5
7336855,B,1,1
7578193,B,1,1
5512777,B,9,9
7875199,B,1,1
4631807,B,10,2
8265139,B,1,1
7079817,B,10,1
6765841,B,10,10
4171209,B,9,7
5247275,B,15,7
6671669,B,1,1
7922351,B,1,1
7124623,B,6,3
5990029,B,7,3
7824929,B,1,1
4276627,B,11,5
8099541,B,1,1
5535607,B,8,5
7592909,B,1,1
5637979,B,5,1
7934105,B,1,1
6914025,B,10,9
5368287,B,4,3
5344285,B,5,1
5762419,B,5,2
7812809,B,1,1
4204511,B,5,4
6365439,B,5,5
7621939,B,1,1
7699551,B,6,4
6662241,B,3,2
8287813,B,1,1
8063185,B,1,1
5283641,B,5,5
6525185,B,5,2
7848627,B,6,1
7652549,B,1,1
7120555,B,4,3
6665203,B,8,5
6442587,B,6,3
7784569,B,1,1
5343641,B,4,2
5465793,B,4,3
7756765,B,2,1
7357529,B,1,1
7039721,B,1,1
3119481,B,9,7
7720641,B,1,1
3962259,B,6,1
7651101,B,1,1
5760677,B,4,4
8255621,B,1,1
6357377,B,7,2
7609053,B,1,1
7895813,B,1,1
7254711,B,10,3
7382963,B,1,1
8029729,B,1,1
7631037,B,1,1
6801545,B,1,1
4821427,B,9,7
4649427,B,3,3
6076519,B,3,3
7032553,B,11,4
7786415,B,1,1
8291223,B,1,1
7128675,B,15,14
7315927,B,5,2
5823543,B,8,6
5247473,B,10,4
7614489,B,1,1
4508737,B,4,1
7872959,B,1,1
7648445,B,1,1
7125123,B,5,2
5499283,B,10,9
4397741,B,10,9
8285957,B,1,1
6061349,B,9,4
7562103,B,1,1
7632345,B,1,1
3544583,B,11,7
8027573,B,3,2
5214339,B,20,6
5261937,B,6,5
6785723,B,10,6
7397229,B,1,1
7657345,B,1,1
7657867,B,1,1
6989307,B,8,3
6709773,B,2,1
5708235,B,5,4
7738289,B,5,3
7808849,B,1,1
4652939,B,5,2
7613409,B,1,1
5949435,B,3,2
8157417,B,1,1
7684167,B,1,1
5358751,B,4,2
7926961,B,1,1
7669577,B,6,5
7609505,B,1,1
5743893,B,13,1
7635337,B,1,1
7728321,B,1,1
5668521,B,10,4
7577145,B,1,1
7653301,B,1,1
5343051,B,7,5
7898985,B,3,2
6877045,B,6,1
7540565,B,1,1
7900815,B,1,1
4298895,B,10,5
7166523,B,5,2
7708461,B,1,1
7779837,B,4,4
4229603,B,8,8
4623955,B,11,5
7492861,B,1,1
7614337,B,1,1
6714529,B,7,7
7943099,B,1,1
7595229,B,1,1
4290415,B,1,1
5855595,B,4,4
5789687,B,10,9
7291579,B,1,1
7829081,B,3,3
6446957,B,7,7
6151129,B,1,1
6646879,B,7,1
5324643,B,11,6
5469291,B,9,7
7174145,B,9,6
7862061,B,1,1
7562479,B,1,1
7498667,B,1,1
5387899,B,10,8
5541339,B,9,4
7797573,B,1,1
7741617,B,1,1
4297039,B,6,6
7245673,B,9,6
7842997,B,1,1
5758685,B,9,6
6571631,B,10,1
7697399,B,1,1
7878055,B,4,1
7348687,B,1,1
5686647,B,5,2
7016367,B,9,1
5554769,B,2,1
7179773,B,7,6
5182999,B,9,7
7732755,B,1,1
4926365,B,7,2
5409951,B,5,5
5419907,B,8,6
7052779,B,4,4
7821657,B,1,1
7684525,B,3,1
6431363,B,3,1
7536899,B,1,1
7757425,B,1,1
7818949,B,1,1
7774473,B,1,1
7698267,B,1,1
4516817,B,6,1
7117877,B,5,1
2967387,B,16,4
7538785,B,1,1
7367251,B,10,8
3546081,B,5,3
8075137,B,1,1
7932969,B,1,1
5595861,B,5,1
7418827,B,1,1
8097045,B,1,1
6466507,B,10,5
7632325,B,1,1
6639579,B,1,1
3168671,B,13,3
6190397,B,6,1
8059159,B,1,1
6974241,B,3,1
7658801,B,1,1
6434651,B,11,4
4445775,B,10,6
5824791,B,5,3
7536569,B,1,1
6557393,B,5,4
7543107,B,10,7
6787461,B,1,1
8096779,B,1,1
7581029,B,1,1
7146413,B,8,4
5913051,B,4,1
5457253,B,10,9
8078283,B,1,1
6634127,B,9,6
3940147,B,4,4
6723327,B,5,3
7645685,B,1,1
6549189,B,4,4
7042115,B,10,1
7863847,B,3,3
4310599,B,8,8
361067,B,9,3
7756573,B,2,2
6846717,B,10,9
4521247,B,9,5
7185311,B,12,1
6925969,B,6,5
6210425,B,5,5
7565257,B,1,1
5704649,B,5,2
5289747,B,2,2
6107049,B,1,1
8061531,B,1,1
5982875,B,10,3
7337153,B,1,1
7768997,B,1,1
7610407,B,1,1
5997717,B,4,4
7868651,B,3,1
6352253,B,10,10
8279743,B,1,1
4052465,B,10,3
5303991,B,4,2
8139439,B,1,1
3052113,B,4,2
5309651,B,9,8
6285759,B,3,2
3639521,B,7,5
7763423,B,1,1
4626919,B,20,11
7839815,B,1,1
7886355,B,1,1
6576739,B,9,3
7613609,B,2,1
7770865,B,4,1
6799889,B,8,8
5359987,B,10,5
7076209,B,4,2
7899925,B,2,2
7522021,B,1,1
8048261,B,1,1
7745389,B,1,1
7024367,B,5,4
5826323,B,9,9
6699723,B,6,3
8122791,B,1,1
6031593,B,10,6
7957775,B,3,3
7716595,B,1,1
7461797,B,1,1
7592675,B,3,1
7622953,B,2,2
7630957,B,1,1
5425911,B,4,3
7436229,B,1,1
7999995,B,1,1
2843477,B,9,4
6644729,B,5,4
7902575,B,1,1
4610669,B,5,5
4187453,B,3,1
6275737,B,5,2
7453041,B,10,3
7040477,B,10,2
4591933,B,15,12
2670983,B,4,4
3537699,B,6,5
6515667,B,10,6
7573153,B,1,1
7451955,B,1,1
6687849,B,9,2
5347423,B,13,13
7300017,B,1,1
6592257,B,9,7
7690585,B,1,1
7575783,B,1,1
4119465,B,6,3
6558107,B,9,6
5438315,B,5,2
5464407,B,10,5
7413207,B,7,7
5949967,B,10,4
6535987,B,9,3
6583629,B,7,6
6389425,B,10,10
4634265,B,10,3
5300475,B,9,8
5828413,B,5,1
4040735,B,12,7
7569723,B,1,1
5474035,B,8,8
8251083,B,1,1
7390325,B,9,1
5218591,B,2,1
7612525,B,1,1
7797951,B,1,1
7566955,B,1,1
7521253,B,6,1
5330077,B,5,5
7709739,B,1,1
4406565,B,5,1
6593273,B,10,1
5468043,B,3,2
5473779,B,4,4
5171339,B,9,1
6628197,B,5,1
6254303,B,10,4
5645541,B,1,1
7553521,B,1,1
7813741,B,1,1
7539653,B,1,1
7216969,B,5,4
7725063,B,1,1
5785951,B,9,1
7564551,B,1,1
2898095,B,7,6
7189819,B,3,1
5916723,B,8,1
7207861,B,10,3
7867315,B,1,1
5644051,B,3,1
7446375,B,16,7
4427377,B,5,3
5355455,B,5,5
7166945,B,9,8
5941821,B,9,8
7830733,B,4,4
6449061,B,10,4
7514185,B,1,1
6745913,B,10,9
7262717,B,16,2
7546139,B,1,1
8088579,B,1,1
6245165,B,5,5
7856119,B,6,3
6841673,B,5,1
7546275,B,1,1
6627501,B,10,7
7820593,B,1,1
7658513,B,1,1
7643621,B,1,1
7853567,B,9,6
7559241,B,1,1
7830275,B,3,2
8163877,B,1,1
7706571,B,1,1
7054959,B,10,3
7453239,B,5,1
8196709,B,1,1
7646119,B,1,1
6011703,B,12,11
7974555,B,1,1
7867481,B,1,1
6664473,B,4,4
5092367,B,8,4
7837287,B,1,1
7950007,B,1,1
4748977,B,5,5
5023577,B,4,4
5183275,B,10,7
5357185,B,8,6
7751915,B,1,1
5359215,B,2,1
6475719,B,5,3
5705911,B,9,9
5490393,B,5,5
7501971,B,1,1
7439049,B,1,1
7564877,B,1,1
5240549,B,11,8
7417999,B,6,6
7047421,B,3,3
2627613,B,4,3
7819155,B,1,1
7560931,B,1,1
6606371,B,5,5
5695681,B,9,9
5308983,B,10,8
7779985,B,1,1
6284307,B,3,3
7546155,B,1,1
7195099,B,5,4
7334739,B,9,9
4025689,B,1,1
4289043,B,5,4
7795971,B,1,1
7599521,B,1,1
6745817,B,3,1
7225661,B,4,4
4882687,B,7,7
5256071,B,2,2
5081603,B,4,3
7532871,B,1,1
8088887,B,1,1
7166297,B,10,4
7796433,B,1,1
8053689,B,1,1
5915739,B,11,7
6659871,B,13,13
4210035,B,9,3
6380641,B,10,2
7460001,B,1,1
5839223,B,5,3
5409033,B,12,11
4696323,B,10,5
7976003,B,1,1
7820673,B,3,3
7193287,B,14,1
7822985,B,4,3
7875241,B,2,1
5351945,B,5,1
7630591,B,1,1
7045121,B,1,1
7557213,B,1,1
6654657,B,1,1
5367505,B,4,2
7525971,B,1,1
5276577,B,6,1
7477291,B,1,1
7713265,B,1,1
7528455,B,1,1
2786873,B,5,4
7008789,B,8,6
7856937,B,1,1
6430211,B,5,4
6921213,B,6,3
7126353,B,9,2
6449557,B,5,1
7067467,B,6,4
4172463,B,2,2
7788449,B,7,2
6620989,B,4,1
7597867,B,1,1
7128401,B,3,3
6463267,B,6,2
7524005,B,1,1
7180605,B,10,8
7601945,B,1,1
7262777,B,10,9
8092639,B,1,1
6212965,B,12,3
6205223,B,7,5
8053199,B,2,1
8027129,B,1,1
5619123,B,4,3
2895101,B,6,1
6792739,B,10,9
7041359,B,2,2
7530191,B,1,1
6968197,B,10,1
5369139,B,4,2
5983685,B,5,4
7502109,B,8,4
7034333,B,2,1
6260905,B,5,2
5569525,B,10,4
7484871,B,1,1
7607285,B,13,11
8034625,B,1,1
7646073,B,8,6
5479017,B,12,11
7833231,B,1,1
5582857,B,10,5
5390067,B,5,4
7493375,B,4,2
5464263,B,3,2
7916077,B,1,1
7651953,B,1,1
8082681,B,1,1
6841873,B,10,9
7307697,B,5,3
7508695,B,1,1
8169053,B,1,1
7361885,B,10,5
6187943,B,9,5
5317037,B,2,1
7758175,B,1,1
6226951,B,9,7
7655885,B,1,1
4213249,B,11,5
6675279,B,3,3
7500133,B,10,6
7076473,B,8,1
7737565,B,1,1
7454641,B,1,1
5602123,B,10,1
7680909,B,8,2
8369919,B,1,1
7897483,B,1,1
7440337,B,10,3
5333693,B,5,5
7098577,B,5,3
8158737,B,1,1
7758873,B,1,1
7700323,B,8,2
4651709,B,5,5
7739955,B,1,1
5285783,B,5,2
6697545,B,3,3
3755389,B,10,5
6297213,B,8,8
7590607,B,1,1
5292519,B,3,1
4015705,B,8,6
7917769,B,1,1
5940663,B,4,3
7962743,B,1,1
7471373,B,1,1
7790663,B,1,1
7157903,B,10,9
7973463,B,1,1
5117117,B,10,3
7861701,B,2,1
7852447,B,3,1
7734295,B,1,1
7933531,B,1,1
4996977,B,10,2
4401867,B,6,4
5365361,B,1,1
4580395,B,4,4
6482947,B,5,4
7339425,B,1,1
4666843,B,5,5
7872371,B,1,1
7732521,B,1,1
7874241,B,1,1
6500233,B,7,4
4549563,B,5,5
5914403,B,4,4
4647207,B,9,1
5410787,B,4,1
5822805,B,4,1
7707643,B,1,1
3448589,B,6,2
5445255,B,7,7
5654989,B,1,1
7026067,B,8,7
5336733,B,10,10
7005465,B,9,4
7820957,B,1,1
7850327,B,1,1
6778229,B,5,2
6017393,B,3,2
7756679,B,1,1
7575495,B,1,1
7894979,B,1,1
7401681,B,1,1
3998639,B,9,1
7919487,B,1,1
4146215,B,10,3
4649863,B,8,3
4309859,B,9,4
7635281,B,7,7
6731213,B,7,1
4619955,B,10,6
7844577,B,1,1
7876387,B,1,1
5474363,B,5,3
7658489,B,3,2
4314701,B,7,2
7151763,B,10,1
7502315,B,10,10
6960123,B,1,1
5487587,B,11,2
7368863,B,10,3
7921337,B,1,1
7591683,B,1,1
7290625,B,1,1
5663637,B,10,5
7158087,B,8,3
4714189,B,8,4
5355051,B,10,3
6095415,B,1,1
5881595,B,4,3
5402419,B,4,4
7598239,B,8,1
7838461,B,1,1
7709565,B,1,1
7867763,B,1,1
7981565,B,1,1
5663387,B,10,10
5427189,B,1,1
7682467,B,1,1
7398217,B,1,1
5515363,B,5,5
7709645,B,1,1
7560453,B,5,1
6519117,B,1,1
7881403,B,1,1
7615037,B,1,1
6672687,B,13,1
8256979,B,1,1
6559901,B,5,1
6678007,B,8,6
5293655,B,9,4
5793207,B,5,5
7568065,B,1,1
2858043,B,1,1
6912195,B,3,2
6382247,B,10,3
6206029,B,5,4
7882019,B,1,1
4179217,B,2,2
6114659,B,12,8
7441845,B,1,1
7712469,B,1,1
5652547,B,10,5
6623057,B,9,7
7545139,B,1,1
7536725,B,1,1
7542157,B,1,1
7767655,B,2,2
7567361,B,1,1
5396973,B,6,1
7365519,B,1,1
6908961,B,10,7
7368603,B,8,3
6112377,B,7,3
5671081,B,8,6
7656395,B,1,1
7703653,B,1,1
7081769,B,7,5
7371819,B,1,1
5744671,B,10,3
4124649,B,5,4
7457111,B,10,7
4478483,B,4,2
6540055,B,6,6
7622469,B,5,3
7567251,B,1,1
5563475,B,9,2
5936525,B,8,2
7482293,B,3,1
8222693,B,1,1
3752043,B,8,8
3283857,B,6,4
5857301,B,10,6
6980237,B,8,1
7167943,B,10,10
4673327,B,5,2
7752315,B,8,3
7531381,B,1,1
5999821,B,8,3
4700739,B,10,3
6262385,B,8,4
7097093,B,9,1
6438769,B,6,5
6993123,B,10,6
5474395,B,2,1
6425739,B,2,2
8158497,B,1,1
2690877,B,8,6
5558461,B,3,1
3396189,B,22,16
7817915,B,1,1
7845605,B,1,1
7634523,B,1,1
7541165,B,1,1
5441541,B,6,1
6001479,B,8,4
3655457,B,6,5
7415301,B,1,1
7606531,B,1,1
3342583,B,14,13
7907811,B,1,1
8109979,B,1,1
5316889,B,3,3
5352513,B,6,4
7745387,B,1,1
7798497,B,1,1
7441373,B,5,5
3644207,B,4,1
7640665,B,1,1
8052465,B,1,1
7181867,B,10,9
7325419,B,4,1
4842453,B,3,3
7730675,B,7,5
5970065,B,1,1
7682137,B,1,1
6278303,B,5,2
7889611,B,1,1
7488121,B,1,1
7342437,B,5,4
7706815,B,2,1
7009677,B,14,1
7205121,B,9,9
6441605,B,14,8
7579535,B,1,1
5843469,B,10,4
5183093,B,6,3
7765663,B,1,1
6206409,B,3,3
7503681,B,1,1
5727257,B,7,1
7334357,B,1,1
5316623,B,8,1
7855675,B,4,2
7174241,B,4,3
6327327,B,1,1
5435621,B,10,4
5420031,B,1,1
6094185,B,12,9
7526995,B,1,1
5403145,B,6,3
5605827,B,11,1
7593805,B,1,1
7824045,B,4,4
6905659,B,8,1
3958601,B,5,4
7300329,B,10,2
7856701,B,2,1
7685011,B,3,2
7041333,B,9,3
